precision_0.0,precision_1.0,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0.0,recall_1.0,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0.0,f1-score_1.0,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0.0,support_1.0,support_accuracy,support_macro avg,support_weighted avg
0.7081204211044758,0.3214649033570702,0.6860559619180309,0.514792662230773,0.5946107872226326,0.94518859396828,0.06248764089381056,0.6860559619180309,0.5038381174310453,0.6860559619180309,0.8096578910319583,0.10463576158940398,0.6860559619180309,0.45714682631068115,0.6026860514527759,12169.0,5057.0,0.6860559619180309,17226.0,17226.0
0.7071595522204454,0.3050672182006205,0.6845863570391872,0.506113385210533,0.5891346558022024,0.9447777138630947,0.05834651898734177,0.6845863570391872,0.5015621164252182,0.6845863570391872,0.8088788827523129,0.09795782832475511,0.6845863570391872,0.453418355538534,0.6002044646863778,12169.0,5056.0,0.6845863570391872,17225.0,17225.0
0.7078982925930475,0.3181336161187699,0.6865602322206096,0.5130159543559087,0.59349189466829,0.9471608184731696,0.05933544303797468,0.6865602322206096,0.5032481307555722,0.6865602322206096,0.8102351411198201,0.10001666944490749,0.6865602322206096,0.4551259052823638,0.6017669499564902,12169.0,5056.0,0.6865602322206096,17225.0,17225.0
0.7078541115689772,0.3167701863354037,0.685921625544267,0.5123121489521905,0.5930604787108671,0.9457638261155394,0.06052215189873418,0.685921625544267,0.5031429890071368,0.685921625544267,0.809694667229492,0.10162736632348057,0.685921625544267,0.4556610167764863,0.6018579024468625,12169.0,5056.0,0.685921625544267,17225.0,17225.0
0.7045230465861474,0.26178535606820463,0.6788969521044993,0.483154201327176,0.5745676466872377,0.9395184485167228,0.05162183544303797,0.6788969521044993,0.4955701419798804,0.6788969521044993,0.805225904144804,0.08623822897736659,0.6788969521044993,0.44573206656108527,0.5941837162988497,12169.0,5056.0,0.6788969521044993,17225.0,17225.0
0.708,0.318974358974359,0.6859796806966618,0.5134871794871795,0.5938105288228946,0.9454351220313912,0.06151107594936709,0.6859796806966618,0.5034730989903792,0.6859796806966618,0.8096695872479679,0.10313380865528105,0.6859796806966618,0.45640169795162444,0.6022823653864512,12169.0,5056.0,0.6859796806966618,17225.0,17225.0
0.7066946122549624,0.2971086739780658,0.682844702467344,0.5019016431165141,0.5864701417801881,0.9420659051688717,0.05893987341772152,0.682844702467344,0.5005028892932966,0.682844702467344,0.8075798668592159,0.09836606700775706,0.682844702467344,0.4529729669334865,0.5994065738520186,12169.0,5056.0,0.682844702467344,17225.0,17225.0
0.7076619126998827,0.3122568093385214,0.6840638606676342,0.509959361019202,0.591599898035439,0.9419015531267976,0.06348892405063292,0.6840638606676342,0.5026952385887152,0.6840638606676342,0.8081506028343792,0.10552268244575937,0.6840638606676342,0.4568366426400693,0.601910442283734,12169.0,5056.0,0.6840638606676342,17225.0,17225.0
0.7073155762857494,0.3082706766917293,0.6857474600870828,0.5077931264887393,0.5901851836966426,0.9470786424521325,0.05676424050632911,0.6857474600870828,0.5019214414792308,0.6857474600870828,0.8098232793451147,0.09587439452146317,0.6857474600870828,0.4528488369332889,0.6002601117591417,12169.0,5056.0,0.6857474600870828,17225.0,17225.0
0.706810784253516,0.30042462845010615,0.6845863570391872,0.503617706351811,0.5875019430402885,0.9458415516107824,0.05596203282578604,0.6845863570391872,0.5009017922182842,0.6845863570391872,0.8090401040385223,0.09434905817636273,0.6845863570391872,0.45169458110744254,0.5992176007627638,12168.0,5057.0,0.6845863570391872,17225.0,17225.0
