precision_0.0,precision_1.0,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0.0,recall_1.0,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0.0,f1-score_1.0,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0.0,support_1.0,support_accuracy,support_macro avg,support_weighted avg
0.7064731494920174,1.0,0.7064901892488099,0.8532365747460087,0.7926431995918007,1.0,0.00019774569903104609,0.7064901892488099,0.5000988728495155,0.7064901892488099,0.8279921072327686,0.00039541320680110717,0.7064901892488099,0.4141937602197849,0.5850363147278738,12169.0,5057.0,0.7064901892488099,17226.0,17226.0
0.7283927801392226,0.6522177419354839,0.7240058055152395,0.6903052610373532,0.706033361087954,0.9716492727422138,0.12796677215189872,0.7240058055152395,0.5498080224470563,0.7240058055152395,0.8326174213083586,0.21395502645502645,0.7240058055152395,0.5232862238816925,0.6510233970193341,12169.0,5056.0,0.7240058055152395,17225.0,17225.0
0.7203060553529799,0.7600806451612904,0.7214513788098694,0.7401933502571352,0.7319809654296601,0.9902210534965897,0.07456487341772151,0.7214513788098694,0.5323929634571556,0.7214513788098694,0.8339677486331234,0.13580691642651296,0.7214513788098694,0.4848873325298182,0.629038798407485,12169.0,5056.0,0.7214513788098694,17225.0,17225.0
0.7200310744591849,0.7556008146639511,0.721044992743106,0.737815944561568,0.7304717482748772,0.9901388774755526,0.07337816455696203,0.721044992743106,0.5317585210162573,0.721044992743106,0.8337542815624676,0.13376599963944474,0.721044992743106,0.4837601406009562,0.6282889257771088,12169.0,5056.0,0.721044992743106,17225.0,17225.0
0.7186699243191705,0.7545045045045045,0.7195936139332366,0.7365872144118375,0.7291883357802473,0.9910428137069603,0.06625791139240507,0.7195936139332366,0.5286503625496827,0.7195936139332366,0.8331606217616581,0.12181818181818181,0.7195936139332366,0.47748940178991994,0.6243625157323858,12169.0,5056.0,0.7195936139332366,17225.0,17225.0
0.7196585278490837,0.759493670886076,0.720754716981132,0.7395760993675798,0.731351211924267,0.990631933601775,0.07120253164556962,0.720754716981132,0.5309172326236723,0.720754716981132,0.8336791147994468,0.1301989150090416,0.720754716981132,0.4819390149042442,0.6271887873602429,12169.0,5056.0,0.720754716981132,17225.0,17225.0
0.7186529734893718,0.7211740041928721,0.7187227866473149,0.719913488841122,0.7193929636918042,0.9890705892020708,0.0680379746835443,0.7187227866473149,0.5285542819428075,0.7187227866473149,0.8324514991181657,0.12434484005060546,0.7187227866473149,0.4783981695843856,0.624603181658335,12169.0,5056.0,0.7187227866473149,17225.0,17225.0
0.7179319371727748,0.7553956834532374,0.7188388969521045,0.7366638103130061,0.7289285526267091,0.9916180458542198,0.06230221518987342,0.7188388969521045,0.5269601305220466,0.7188388969521045,0.8328674465955758,0.11511054266398685,0.7188388969521045,0.4739889946297813,0.6221865231541759,12169.0,5056.0,0.7188388969521045,17225.0,17225.0
0.7204301075268817,0.7752577319587629,0.7219738751814223,0.7478439197428224,0.7365234874472063,0.9910428137069603,0.07436708860759493,0.7219738751814223,0.5327049511572777,0.7219738751814223,0.8343422463592652,0.1357155748059917,0.7219738751814223,0.4850289105826285,0.6292765597773581,12169.0,5056.0,0.7219738751814223,17225.0,17225.0
0.718414779499404,0.7460674157303371,0.7191291727140784,0.7322410976148706,0.7265331760985232,0.9907133464825773,0.0656515720783073,0.7191291727140784,0.5281824592804423,0.7191291727140784,0.8328727373220948,0.12068338785896038,0.7191291727140784,0.4767780625905276,0.623784694347635,12168.0,5057.0,0.7191291727140784,17225.0,17225.0
