precision_0.0,precision_1.0,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0.0,recall_1.0,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0.0,f1-score_1.0,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0.0,support_1.0,support_accuracy,support_macro avg,support_weighted avg,loss_0.0,loss_1.0,loss_accuracy,loss_macro avg,loss_weighted avg
0.0,0.2918832780375663,0.2918832780375663,0.14594163901878315,0.08519584799795524,0.0,1.0,0.2918832780375663,0.5,0.2918832780375663,0.0,0.4518725228504408,0.2918832780375663,0.2259362614252204,0.13189403322469173,27106.0,11173.0,0.2918832780375663,38279.0,38279.0,0.0,0.0,0.0,0.0,0.0
