precision_0.0,precision_1.0,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0.0,recall_1.0,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0.0,f1-score_1.0,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0.0,support_1.0,support_accuracy,support_macro avg,support_weighted avg,loss_0.0,loss_1.0,loss_accuracy,loss_macro avg,loss_weighted avg
0.7894371091035441,0.2950597176981542,0.313644557067844,0.5422484134008492,0.645136615512478,0.04190954032317568,0.9728810525373669,0.313644557067844,0.5073952964302713,0.313644557067844,0.07959362410229462,0.452794034948868,0.313644557067844,0.2661938295255813,0.18852458338515896,27106.0,11173.0,0.313644557067844,38279.0,38279.0,0.0,0.0,0.0,0.0,0.0
