precision_0.0,precision_1.0,precision_accuracy,precision_macro avg,precision_weighted avg,recall_0.0,recall_1.0,recall_accuracy,recall_macro avg,recall_weighted avg,f1-score_0.0,f1-score_1.0,f1-score_accuracy,f1-score_macro avg,f1-score_weighted avg,support_0.0,support_1.0,support_accuracy,support_macro avg,support_weighted avg,loss_0.0,loss_1.0,loss_accuracy,loss_macro avg,loss_weighted avg
0.4240683013074024,0.5651426607081471,0.4271804166319094,0.4946054810077748,0.5052839200285952,0.9773913354303689,0.021655799249160244,0.4271804166319094,0.4995235673397646,0.4271804166319094,0.5914985668703694,0.04171318380188775,0.4271804166319094,0.31660587533612855,0.2749905902299378,55952.0,75915.0,0.4271804166319094,131867.0,131867.0,0.0,0.0,0.0,0.0,0.0
